0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166
4.481,6.467,35.955,39.145,2.713,36.771,70.862,2.986,59.724,79.436,2.822,97.184,95.977,2.451,30.0,30.0,2.87,2.713,2.986,2.987,2.822,3.011,3.124,2.451,60.273,63.664,312.77,0.002,-0.001,-0.148,0.003,4.52,5.568,69.975,,229.049,,59.938,,69.752,,230.149,,60.033,,70.05,,229.818,,60.316,,70.111,,229.614,,60.172,,69.941,,220.058,,60.187,,69.996,,219.766,,59.994,,91.418,,219.478,,59.734,,70.063,,220.796,,59.693,,10.049,36.028,26.412,41.28,39.8,39.966,26.335,39.015,41.635,42.551,30.565,40.01,22.166,37.103,33.685,37.01,16.984,1.062,3.872,1.908,1.964,490.821,1455.173,1454.845,1391.264,1442.626,,,,,3.677,1.098,1.099,1.096,1.086,0.362,0.367,0.372,0.375,3.694,1.111,1.094,1.101,1.101,0.371,0.383,0.364,0.366,-24.459,-34.432,24.634,-118.855,,-39.387,-27.093,51.119,-106.474,0.46,0.75,0.187,1.116,0.423,0.266,0.181,0.254,0.337,0.012,-0.015,-22.083,45.251,45.251,-30.561,71.32,71.32,-26.282,75.177,75.177,-25.84,39.457,39.457,-23.019,-30.721,-26.935,-26.504,43.703,51.839
4.436,6.386,32.795,37.035,2.737,37.736,71.962,3.156,62.014,82.708,3.061,97.184,95.977,2.456,30.0,30.0,2.881,2.737,3.25,3.156,3.074,3.368,3.123,2.456,59.922,63.811,311.14,0.002,-0.001,-0.149,0.003,4.436,5.825,70.064,,230.403,,60.148,,69.889,,230.247,,60.022,,70.156,,230.285,,59.719,,70.06,,229.018,,59.928,,69.63,,220.112,,59.898,,69.887,,220.053,,59.761,,94.127,,220.196,,61.305,,69.947,,220.066,,60.141,,9.991,35.996,26.412,40.507,39.2,40.025,26.084,39.149,41.792,42.854,31.565,39.989,24.805,36.499,33.527,36.422,16.729,1.019,3.881,1.901,1.98,494.72,1449.063,1456.543,1378.255,1433.48,,,,,3.678,1.091,1.086,1.097,1.091,0.361,0.365,0.37,0.376,3.696,1.079,1.072,1.094,1.093,0.371,0.38,0.369,0.371,-27.735,-25.29,9.952,-118.215,,-37.103,-25.038,53.894,-108.676,0.461,0.741,0.175,1.119,0.422,0.266,0.179,0.257,0.349,0.018,-0.016,-27.735,40.204,40.204,-25.29,80.546,80.546,-24.513,74.976,74.976,-24.022,38.92,38.92,-29.08,-47.144,-26.351,-25.186,45.089,51.715
4.564,6.345,34.52,36.926,2.965,37.989,72.151,3.316,62.31,83.172,2.719,97.112,95.874,2.493,30.0,30.0,3.149,2.965,3.4,3.404,2.844,2.761,3.31,2.493,60.714,63.795,311.756,0.002,-0.001,-0.149,0.003,4.611,5.568,69.989,,230.707,,59.959,,69.952,,230.034,,60.05,,69.992,,230.265,,60.044,,69.798,,229.427,,59.944,,70.241,,219.894,,60.031,,70.617,,219.809,,59.964,,93.53,,219.919,,59.237,,70.037,,219.504,,59.995,,9.915,36.805,26.412,40.393,39.2,40.04,26.452,39.152,40.951,43.017,30.529,39.348,19.65,36.322,33.764,36.535,16.1,1.063,3.913,1.919,1.995,498.609,1450.644,1462.792,1375.923,1425.534,,,,,3.674,1.084,1.088,1.091,1.086,0.365,0.366,0.367,0.376,3.691,1.092,1.081,1.09,1.089,0.371,0.382,0.369,0.368,-24.826,-24.454,20.894,-115.844,,-37.299,-24.992,53.139,-109.996,0.459,0.767,0.184,1.13,0.428,0.267,0.179,0.256,0.387,0.018,-0.01,-22.492,44.04,44.04,-24.454,74.633,74.633,-25.161,74.976,74.976,-24.164,38.92,38.92,-22.048,-39.779,-25.686,-25.521,44.945,51.711
4.893,6.508,35.231,35.172,3.184,37.434,71.762,3.253,62.286,83.155,2.823,97.112,95.874,2.677,30.0,30.0,3.461,3.184,3.253,3.364,2.908,2.84,3.409,2.677,61.417,63.571,312.121,0.002,-0.001,-0.149,0.003,4.641,5.86,70.184,,230.329,,60.035,,70.087,,230.036,,59.8,,70.092,,230.412,,60.104,,70.1,,230.672,,60.123,,69.751,,220.088,,60.128,,69.964,,220.028,,60.103,,93.384,,220.264,,60.127,,69.925,,219.733,,60.084,,10.143,36.289,26.412,39.87,39.7,39.693,26.969,39.65,41.072,43.487,31.878,40.052,21.627,36.561,33.608,36.396,16.625,1.087,3.976,1.932,2.045,502.57,1462.69,1478.281,1411.971,1458.424,,,,,3.678,1.09,1.086,1.092,1.087,0.362,0.364,0.367,0.371,3.696,1.098,1.092,1.095,1.09,0.37,0.381,0.362,0.367,-25.231,-44.927,29.061,-117.654,,-38.748,-26.309,53.399,-108.833,0.461,0.784,0.196,1.122,0.424,0.268,0.178,0.254,0.34,0.016,-0.018,-23.413,46.917,46.917,-29.008,68.99,68.99,-25.799,74.976,74.976,-25.398,39.203,39.203,-24.047,-29.087,-24.741,-24.344,44.43,51.624
4.851,6.58,35.942,37.513,3.165,37.011,71.466,2.995,62.277,83.149,2.9,96.782,95.403,2.654,30.0,30.0,3.383,3.165,3.049,2.995,2.931,2.901,3.363,2.654,61.373,63.284,312.262,0.002,-0.001,-0.149,0.003,4.589,5.831,70.121,,230.004,,60.008,,70.064,,230.29,,59.974,,70.266,,230.374,,59.96,,69.994,,229.755,,60.063,,69.54,,220.069,,60.026,,70.041,,219.91,,59.866,,94.602,,220.115,,59.993,,70.233,,220.049,,60.118,,9.981,36.137,26.412,39.378,39.8,39.894,25.93,39.704,41.401,43.591,31.029,39.315,18.707,37.004,34.494,36.938,17.315,1.061,3.867,1.875,1.991,506.452,1444.678,1459.991,1380.468,1464.592,,,,,3.68,1.068,1.061,1.082,1.08,0.328,0.329,0.339,0.344,3.697,1.093,1.069,1.084,1.084,0.364,0.38,0.361,0.362,-23.859,-44.005,28.417,-117.707,,-38.244,-24.177,58.515,-103.059,0.46,0.789,0.202,1.107,0.421,0.224,0.216,0.251,0.372,0.01,-0.005,-22.642,46.917,46.917,-24.631,68.793,68.793,-24.797,74.976,74.976,-23.009,39.203,39.203,-22.317,-24.344,-23.88,-22.365,44.289,51.39
4.557,6.256,34.513,34.639,3.039,37.011,71.466,2.928,62.277,83.149,2.71,96.782,95.403,2.451,30.003,30.004,3.142,3.039,2.928,3.219,2.71,2.927,3.092,2.451,61.116,63.253,312.745,0.002,-0.001,-0.149,0.003,4.428,5.855,69.971,,230.149,,60.326,,70.081,,229.842,,59.579,,69.965,,229.482,,59.885,,69.993,,229.77,,59.941,,69.674,,219.88,,60.106,,70.421,,219.596,,60.038,,94.425,,219.707,,59.866,,69.985,,220.454,,59.979,,10.045,36.245,26.412,39.831,40.0,40.218,25.763,39.495,40.508,43.484,31.967,39.499,21.967,36.936,34.783,37.065,16.87,1.091,3.681,1.789,1.892,510.295,1398.582,1437.712,1358.438,1434.876,,,,,3.665,1.066,1.051,1.072,1.074,0.33,0.332,0.335,0.338,3.681,1.09,1.074,1.082,1.078,0.357,0.371,0.351,0.354,-26.364,-27.42,22.958,-120.85,,-38.034,-23.608,59.563,-102.403,0.459,0.781,0.195,1.111,0.423,0.226,0.214,0.237,0.375,0.009,-0.008,-24.649,46.917,46.917,-27.42,69.452,69.452,-23.025,75.069,75.069,-21.926,39.264,39.264,-23.759,-28.849,-23.403,-22.318,44.403,51.403
4.563,6.305,34.535,36.847,2.745,37.011,71.466,2.995,60.763,82.089,2.776,96.54,95.057,2.324,30.0,30.0,2.827,2.745,3.048,3.014,2.776,2.859,2.838,2.324,59.985,62.885,314.443,0.002,-0.001,-0.149,0.003,4.679,5.735,69.958,,229.89,,59.942,,69.929,,230.256,,59.944,,70.046,,229.896,,60.074,,70.021,,230.138,,60.024,,70.078,,220.057,,60.032,,69.99,,219.371,,60.157,,94.187,,220.167,,60.055,,69.99,,219.366,,59.938,,9.959,37.227,26.412,40.42,40.2,39.864,26.322,39.683,40.943,44.01,32.356,39.439,21.776,36.854,34.043,36.96,16.813,1.124,3.763,1.839,1.924,514.129,1437.636,1439.095,1381.844,1445.811,,,,,3.668,1.087,1.073,1.093,1.097,0.343,0.345,0.352,0.361,3.685,1.099,1.069,1.109,1.108,0.363,0.375,0.365,0.367,-23.957,-26.4,19.323,-117.214,,-37.477,-24.885,54.862,-106.363,0.46,0.748,0.177,1.092,0.415,0.251,0.239,0.251,0.029,0.002,-0.002,-21.977,42.306,42.306,-26.4,75.855,75.855,-23.099,75.481,75.481,-23.491,39.417,39.417,-22.687,-38.97,-24.289,-24.056,44.517,51.224
4.83,6.539,35.111,39.338,2.858,37.011,71.466,3.429,60.732,82.067,2.962,96.19,94.558,2.686,30.001,30.001,3.078,2.858,3.429,3.861,2.994,2.962,3.322,2.686,58.271,62.176,314.204,0.002,-0.001,-0.149,0.003,4.488,5.653,69.838,,227.445,,59.968,,69.964,,229.929,,60.214,,69.816,,229.81,,59.916,,70.107,,231.328,,59.837,,69.418,,220.389,,59.922,,69.923,,219.213,,60.09,,93.259,,219.495,,60.216,,69.948,,219.479,,60.038,,10.032,35.711,26.412,40.627,40.2,39.937,26.457,40.688,40.547,44.199,30.118,39.234,21.732,37.009,33.27,36.568,16.242,1.128,3.783,1.853,1.93,517.966,1425.055,1434.682,1387.591,1433.019,,,,,3.672,1.089,1.072,1.092,1.09,0.356,0.352,0.363,0.372,3.69,1.1,1.083,1.108,1.108,0.374,0.384,0.371,0.373,-29.44,-19.737,10.844,-110.803,,-38.831,-27.414,54.033,-103.807,0.459,0.708,0.156,1.074,0.41,0.286,0.251,0.257,0.027,0.005,-0.005,-24.06,38.143,38.143,-19.737,80.532,80.532,-26.165,76.355,76.355,-27.03,39.357,39.357,-23.243,-52.238,-27.683,-28.157,44.619,50.911
4.957,6.725,35.397,39.56,2.794,37.011,71.466,3.177,60.706,82.049,2.982,95.811,94.016,2.624,30.001,30.001,3.071,2.794,3.188,3.285,2.982,3.144,3.296,2.624,58.426,62.23,315.776,0.002,-0.001,-0.148,0.003,4.542,5.633,69.93,,230.028,,59.891,,69.946,,229.836,,60.568,,70.319,,229.58,,59.995,,69.889,,229.747,,60.208,,69.727,,219.69,,60.547,,70.007,,219.779,,59.991,,91.898,,220.738,,59.74,,70.056,,220.569,,59.212,,10.017,36.303,26.412,40.668,40.2,39.923,26.461,40.6,39.558,43.684,31.378,40.411,18.92,37.176,32.626,37.447,17.206,1.12,3.779,1.842,1.937,521.828,1432.454,1442.615,1411.673,1483.629,,,,,3.669,1.089,1.087,1.099,1.078,0.354,0.357,0.361,0.367,3.686,1.113,1.085,1.11,1.11,0.371,0.386,0.369,0.372,-26.101,-30.529,23.685,-112.739,,-33.172,-24.708,60.378,-104.786,0.459,0.716,0.164,1.079,0.417,0.298,0.253,0.257,0.027,0.004,-0.003,-22.038,43.684,43.684,-30.529,71.426,71.426,-21.487,76.36,76.36,-24.002,38.637,38.637,-24.127,-41.183,-21.391,-23.59,43.786,50.706
4.838,6.52,35.134,37.403,3.167,36.893,71.384,3.378,60.706,82.049,2.937,95.393,92.419,2.803,30.001,30.001,3.58,3.167,3.378,3.581,2.951,3.003,3.344,2.803,58.802,61.664,319.201,0.002,-0.001,-0.148,0.003,4.53,5.636,69.989,,220.505,,59.877,,70.094,,219.531,,60.417,,69.979,,220.203,,59.952,,70.016,,220.121,,59.999,,70.054,,220.016,,60.609,,69.906,,219.572,,60.057,,93.052,,219.987,,59.713,,70.01,,219.352,,59.815,,10.034,35.323,26.812,42.073,40.6,39.815,26.186,41.359,40.744,44.534,31.373,40.415,21.207,37.878,34.653,37.547,17.222,1.108,3.947,1.881,2.066,525.705,1429.993,1463.851,1432.376,1497.251,,,,,3.662,1.073,1.085,1.097,1.085,0.354,0.355,0.361,0.368,3.679,1.114,1.068,1.107,1.101,0.371,0.378,0.371,0.375,-24.845,-27.73,26.521,-115.408,,-36.906,-28.377,57.864,-104.646,0.457,0.73,0.171,1.049,0.403,0.324,0.256,0.259,0.027,0.001,-0.003,-21.105,44.786,44.786,-27.73,68.997,68.997,-25.387,76.416,76.416,-28.228,38.436,38.436,-22.832,-33.959,-24.646,-27.613,43.578,50.295
4.704,6.251,34.858,36.71,2.65,35.975,70.741,3.081,60.706,82.049,2.585,95.393,92.419,2.335,30.018,30.025,3.006,2.65,3.133,3.099,2.585,2.659,2.789,2.335,57.101,61.301,317.299,0.002,-0.001,-0.148,0.003,4.411,5.074,69.898,,220.327,,60.099,,70.045,,220.417,,60.015,,70.078,,219.569,,60.145,,70.027,,220.097,,60.076,,69.562,,220.147,,59.932,,69.923,,219.826,,59.901,,94.878,,220.15,,60.214,,70.016,,220.056,,60.083,,10.03,35.229,26.812,42.34,40.6,40.092,26.312,41.561,39.995,44.104,33.341,40.288,24.525,36.99,32.791,36.628,16.182,1.017,3.861,1.843,2.018,529.576,1452.357,1458.295,1427.277,1434.718,,,,,3.658,1.076,1.084,1.098,1.077,0.357,0.363,0.363,0.369,3.676,1.109,1.087,1.105,1.124,0.377,0.389,0.375,0.381,-33.056,-26.972,14.907,-119.891,,-39.258,-30.921,56.969,-106.926,0.461,0.675,0.147,1.037,0.394,0.34,0.261,0.262,0.027,0.0,-0.003,-29.85,42.498,42.498,-26.972,73.956,73.956,-27.755,76.435,76.435,-30.424,38.436,38.436,-28.918,-47.816,-26.505,-29.434,43.345,49.945
4.626,5.896,33.188,32.233,2.567,37.479,72.889,3.292,64.04,86.339,2.306,96.998,93.606,2.333,31.221,31.745,2.98,2.567,3.299,3.634,2.306,2.575,2.831,2.334,57.667,62.405,317.317,0.002,-0.001,-0.149,0.003,4.433,5.345,72.954,,220.152,,60.037,,70.289,,221.245,,60.056,,70.081,,219.891,,60.181,,69.948,,220.126,,60.033,,69.245,,220.086,,59.998,,69.94,,220.037,,60.0,,94.827,,219.821,,60.072,,69.96,,219.94,,60.044,,9.931,35.737,26.812,42.612,40.6,39.955,26.449,41.248,40.123,44.087,34.878,40.406,22.021,36.976,33.249,36.605,16.377,0.992,3.841,1.852,1.989,533.461,1444.818,1485.352,1471.014,1454.649,,,,,3.656,1.085,1.104,1.098,1.088,0.368,0.368,0.374,0.378,3.673,1.142,1.098,1.122,1.131,0.381,0.389,0.381,0.384,-32.165,-26.415,-3.274,-119.687,,-34.507,-26.284,59.187,-104.9,0.459,0.673,0.135,1.063,0.398,0.394,0.266,0.265,0.046,0.0,-0.002,-29.002,36.712,36.712,-26.415,84.062,84.062,-23.243,76.445,76.445,-25.667,38.032,38.032,-28.63,-69.16,-21.533,-24.828,44.991,50.765
4.564,6.241,28.048,36.612,2.769,36.99,72.749,3.093,64.279,86.699,2.253,98.101,94.474,2.802,30.342,31.106,3.13,2.769,3.093,3.309,2.426,2.285,3.534,2.802,59.165,62.235,318.293,0.002,-0.001,-0.149,0.003,4.466,5.06,70.041,,220.054,,59.852,,70.24,,219.698,,60.203,,69.917,,220.38,,60.102,,69.946,,220.526,,59.892,,69.829,,220.048,,60.027,,69.929,,219.58,,59.544,,93.053,,219.675,,60.534,,69.894,,219.896,,60.754,,10.063,37.087,26.812,43.351,40.6,39.737,27.428,41.353,39.722,42.501,31.775,40.54,25.517,36.985,32.703,36.464,16.926,0.979,3.805,1.855,1.95,537.299,1487.962,1447.376,1404.722,1435.202,,,,,3.651,1.094,1.111,1.104,1.1,0.365,0.369,0.374,0.379,3.668,1.151,1.102,1.117,1.111,0.378,0.394,0.376,0.379,-25.04,-18.402,21.199,-119.106,,-31.723,-23.728,58.118,-101.287,0.459,0.718,0.158,1.057,0.392,0.354,0.266,0.264,0.027,0.001,0.0,-21.107,43.726,43.726,-18.402,76.838,76.838,-21.621,76.489,76.489,-23.728,37.842,37.842,-22.56,-45.954,-22.693,-25.51,44.198,50.473
4.614,6.148,33.078,36.408,2.587,37.457,73.416,2.98,65.419,88.328,2.186,100.0,99.705,2.685,30.022,30.667,2.953,2.587,3.047,2.98,2.186,2.73,3.319,2.685,58.699,63.29,317.308,0.002,-0.002,-0.149,0.003,4.541,5.133,69.958,,220.078,,60.001,,69.947,,220.002,,60.128,,69.978,,219.764,,59.997,,69.778,,219.895,,60.039,,69.907,,219.833,,60.009,,69.933,,219.888,,59.998,,94.761,,219.786,,60.055,,70.016,,220.212,,60.113,,10.052,37.867,26.812,42.915,40.6,39.897,27.448,41.26,38.847,42.462,31.149,40.55,24.197,35.807,32.297,36.621,16.187,0.964,3.878,1.903,1.975,541.2,1510.124,1481.57,1438.594,1431.246,,,,,3.649,1.07,1.114,1.108,1.097,0.367,0.371,0.376,0.381,3.666,1.163,1.111,1.12,1.115,0.386,0.395,0.382,0.382,-29.584,-25.717,4.035,-118.728,,-33.081,-24.821,53.669,-104.959,0.459,0.694,0.143,1.091,0.409,0.348,0.27,0.266,0.265,0.0,-0.005,-25.805,39.686,39.686,-25.717,83.263,83.263,-22.899,77.081,77.081,-24.519,37.634,37.634,-26.163,-61.034,-23.029,-25.56,45.006,51.059
4.406,6.261,31.636,37.246,2.569,38.819,75.363,3.395,67.595,92.712,2.677,100.0,100.0,2.613,30.0,30.0,2.784,2.569,3.395,3.517,2.677,2.852,3.294,2.613,59.912,63.098,318.666,0.002,-0.002,-0.149,0.003,4.651,5.056,69.473,,220.76,,60.202,,70.199,,220.16,,60.113,,70.124,,220.208,,60.17,,70.112,,220.358,,60.112,,70.335,,220.061,,60.122,,70.074,,219.915,,60.133,,94.745,,220.022,,59.774,,70.041,,220.347,,60.028,,10.035,38.335,26.812,42.497,40.6,39.889,27.924,40.846,40.683,42.454,32.088,40.825,24.723,36.725,34.207,36.526,16.47,0.947,3.868,1.894,1.974,545.105,1522.898,1481.683,1447.902,1450.048,,,,,3.645,1.105,1.131,1.108,1.093,0.375,0.379,0.382,0.387,3.663,1.133,1.105,1.114,1.109,0.384,0.395,0.376,0.38,-28.416,-27.851,3.809,-118.215,,-33.278,-26.333,53.642,-103.75,0.458,0.725,0.152,1.086,0.409,0.383,0.273,0.266,0.181,0.001,-0.002,-24.517,40.157,40.157,-27.851,82.298,82.298,-24.018,77.188,77.188,-25.993,37.675,37.675,-24.293,-61.276,-24.76,-26.324,46.089,50.876
4.697,6.077,33.214,37.146,2.585,40.22,76.309,3.195,64.33,97.384,2.226,100.0,100.0,2.486,30.0,30.0,2.736,2.585,3.295,3.234,2.238,2.276,3.202,2.486,60.475,62.855,317.486,0.002,-0.002,-0.149,0.003,4.355,5.143,70.098,,219.755,,60.056,,69.784,,220.299,,59.841,,70.012,,219.909,,59.909,,70.025,,223.438,,60.05,,70.523,,219.904,,60.084,,69.905,,220.202,,60.19,,93.358,,219.832,,60.141,,70.014,,218.731,,60.665,,10.047,37.891,26.812,42.547,40.6,39.839,28.174,41.283,40.018,42.492,31.197,40.416,24.58,36.716,32.337,36.658,16.318,0.94,3.966,1.946,2.02,549.031,1534.055,1503.378,1462.191,1469.956,,,,,3.657,1.114,1.124,1.107,1.097,0.373,0.377,0.377,0.384,3.674,1.134,1.11,1.103,1.109,0.383,0.397,0.374,0.377,-33.043,-23.682,-8.003,-114.665,,-33.484,-26.231,51.955,-103.802,0.461,0.731,0.15,1.071,0.405,0.248,0.273,0.269,0.18,0.003,-0.035,-28.986,37.948,37.948,-23.682,87.052,87.052,-25.161,77.944,77.944,-26.231,37.454,37.454,-29.062,-71.794,-24.54,-27.455,47.445,50.59
4.596,5.947,33.505,37.76,2.604,41.947,75.108,3.37,36.069,99.666,2.238,100.0,100.0,2.568,30.0,30.0,2.638,2.604,3.37,3.595,2.411,2.238,3.097,2.568,60.874,63.603,315.565,0.002,-0.002,-0.149,0.003,4.461,5.414,69.994,,219.346,,59.917,,69.886,,220.204,,59.657,,69.93,,220.01,,60.058,,70.046,,219.341,,59.923,,70.579,,219.967,,59.53,,70.069,,219.998,,59.992,,91.488,,219.699,,59.789,,69.841,,218.253,,60.753,,10.097,37.336,26.812,43.093,40.6,40.116,27.347,41.342,40.247,41.361,32.071,40.05,22.637,36.057,32.17,36.542,15.842,0.93,3.756,1.85,1.906,552.921,1506.589,1462.855,1403.561,1432.66,,,,,3.655,1.114,1.128,1.112,1.097,0.371,0.374,0.382,0.389,3.672,1.14,1.118,1.116,1.113,0.384,0.395,0.382,0.383,-27.757,-17.493,-11.054,-118.261,,-29.504,-23.81,54.918,-101.694,0.46,0.733,0.149,1.097,0.42,0.023,0.272,0.274,0.18,0.002,-0.055,-24.399,36.96,36.96,-17.493,88.284,88.284,-21.851,78.783,78.783,-23.547,37.781,37.781,-25.328,-73.846,-22.7,-23.603,47.98,51.244
4.73,6.113,34.776,36.358,2.804,44.119,76.802,3.105,32.652,99.89,2.253,100.0,100.0,2.456,30.0,30.0,2.991,2.804,3.179,3.238,2.253,2.334,3.107,2.451,61.575,63.772,315.729,0.002,-0.002,-0.149,0.003,4.509,5.259,69.931,,220.453,,59.971,,69.779,,220.048,,59.894,,69.999,,219.744,,60.117,,70.003,,220.109,,60.056,,70.24,,219.817,,60.702,,69.927,,219.946,,60.091,,91.712,,220.585,,60.048,,69.975,,220.15,,60.407,,10.041,37.385,26.812,42.921,40.6,40.266,26.36,41.052,39.587,41.409,30.692,39.999,20.522,36.004,34.399,36.653,15.957,0.922,3.812,1.839,1.973,556.815,1516.341,1470.627,1403.579,1431.688,,,,,3.65,1.11,1.123,1.101,1.092,0.367,0.37,0.377,0.383,3.667,1.14,1.11,1.108,1.107,0.386,0.396,0.385,0.388,-28.073,-17.572,5.259,-117.308,,-32.139,-23.001,51.991,-102.165,0.462,0.759,0.162,1.106,0.419,0.023,0.273,0.274,0.18,-0.001,-0.042,-24.713,42.032,42.032,-17.572,83.34,83.34,-24.218,78.345,78.345,-21.947,38.488,38.488,-25.069,-57.743,-26.289,-23.548,47.544,51.482
4.806,6.485,36.554,39.156,3.038,39.373,73.48,3.14,32.652,99.889,2.751,100.0,100.0,2.696,30.0,30.0,3.473,3.038,3.216,3.275,2.782,2.784,3.517,2.696,61.981,63.32,315.341,0.002,-0.001,-0.149,0.003,4.56,5.403,70.033,,220.162,,59.921,,69.877,,219.837,,60.171,,70.08,,220.372,,59.874,,70.321,,221.543,,59.993,,69.84,,220.139,,58.914,,69.917,,219.944,,60.024,,92.944,,220.063,,59.59,,69.987,,219.554,,59.963,,10.003,37.461,26.812,42.776,40.6,40.056,26.817,40.897,40.232,41.407,30.964,40.226,19.891,36.059,33.828,36.599,16.38,1.007,3.978,1.932,2.046,560.768,1548.967,1522.014,1448.666,1469.666,,,,,3.657,1.096,1.115,1.095,1.082,0.372,0.372,0.378,0.382,3.674,1.111,1.096,1.093,1.098,0.385,0.401,0.382,0.388,-30.878,-15.994,24.195,-116.697,,-27.395,-20.081,54.072,-102.241,0.459,0.777,0.178,1.094,0.417,0.023,0.273,0.283,0.181,0.0,-0.056,-27.32,48.54,48.54,-15.994,74.532,74.532,-19.517,77.66,77.66,-20.061,38.509,38.509,-26.693,-36.971,-20.594,-21.502,45.79,50.915
4.657,6.307,34.64,36.844,3.028,39.373,73.48,2.965,32.652,99.889,2.552,100.0,100.0,2.583,30.0,30.0,3.44,3.029,2.965,2.978,2.566,2.646,3.355,2.583,62.319,63.111,314.569,0.002,-0.001,-0.149,0.003,4.469,5.458,70.039,,218.982,,60.029,,69.915,,219.807,,59.874,,69.978,,220.044,,59.977,,70.043,,217.902,,59.899,,69.828,,220.007,,60.647,,70.02,,220.068,,59.795,,92.445,,220.138,,60.188,,70.023,,220.621,,59.816,,10.052,37.321,26.812,42.254,39.6,39.953,25.609,41.439,39.143,42.12,32.214,38.59,17.964,35.959,35.024,36.586,16.328,1.069,3.808,1.878,1.929,564.77,1481.267,1453.55,1395.113,1420.91,,,,,3.659,1.095,1.116,1.094,1.083,0.368,0.369,0.375,0.379,3.676,1.086,1.067,1.066,1.072,0.334,0.345,0.329,0.334,-28.352,-34.481,25.646,-116.146,,-33.129,-24.047,49.324,-106.426,0.46,0.785,0.186,1.083,0.407,0.023,0.268,0.278,0.216,-0.003,-0.057,-24.654,49.809,49.809,-31.623,70.394,70.394,-23.944,78.493,78.493,-23.537,38.626,38.626,-23.04,-30.395,-24.969,-24.295,45.62,50.945
4.456,6.248,33.283,32.985,3.073,39.177,73.343,3.005,32.689,99.898,2.614,100.0,100.0,2.568,30.0,30.0,3.376,3.073,3.007,3.147,2.637,2.669,3.374,2.568,62.12,63.073,314.021,0.002,-0.001,-0.149,0.003,4.502,5.301,68.915,,220.858,,59.853,,70.273,,219.845,,60.086,,70.103,,220.348,,59.822,,70.071,,219.432,,60.018,,69.714,,219.981,,60.821,,69.914,,219.642,,60.066,,94.697,,220.381,,59.933,,70.092,,220.187,,60.11,,9.918,37.319,26.812,42.478,39.6,39.827,25.569,41.283,40.019,42.341,32.447,38.378,20.86,36.169,32.505,36.545,16.605,1.074,3.924,1.903,2.021,568.652,1463.365,1466.23,1384.047,1430.361,,,,,3.675,1.097,1.118,1.095,1.083,0.37,0.372,0.371,0.38,3.692,1.09,1.074,1.073,1.077,0.343,0.354,0.336,0.339,-25.446,-29.0,26.388,-115.922,,-31.902,-22.625,52.226,-105.53,0.459,0.778,0.186,1.09,0.413,0.258,0.272,0.302,0.232,-0.005,-0.05,-22.307,48.779,48.779,-28.555,70.486,70.486,-22.048,78.759,78.759,-21.895,38.793,38.793,-23.902,-30.839,-22.545,-21.537,45.712,51.009
4.799,6.36,35.606,36.977,3.103,38.942,73.178,2.991,32.796,99.904,2.669,99.351,99.073,2.685,30.0,30.0,3.408,3.103,3.277,3.013,2.669,3.098,3.413,2.685,62.228,62.849,314.366,0.002,-0.002,-0.149,0.003,4.462,5.567,69.762,,219.93,,60.034,,70.017,,220.259,,59.979,,70.057,,220.134,,60.077,,70.126,,222.07,,59.99,,69.645,,219.828,,59.604,,69.934,,219.764,,59.94,,93.295,,220.494,,59.824,,69.998,,219.91,,59.97,,10.092,37.341,26.812,42.493,39.6,40.007,26.054,41.188,41.232,42.272,32.096,38.538,20.789,35.97,34.552,36.618,16.275,1.071,3.857,1.941,1.917,572.465,1469.461,1442.606,1378.542,1408.632,,,,,3.648,1.099,1.113,1.099,1.101,0.374,0.375,0.379,0.383,3.665,1.116,1.057,1.082,1.087,0.349,0.36,0.353,0.359,-25.37,-25.438,26.255,-116.797,,-33.406,-24.946,50.124,-105.658,0.457,0.789,0.19,1.071,0.404,0.278,0.272,0.284,0.242,0.002,-0.062,-22.55,48.994,48.994,-25.438,70.128,70.128,-24.464,78.759,78.759,-24.744,38.833,38.833,-22.86,-30.955,-25.438,-24.539,45.594,50.809
